30000 60000
26757 26476 39
12364 10421 51
22640 20114 99
3718 1885 56
5529 16792 68
163 28692 63
24317 9249 98
3656 14689 91
8984 19186 52
6506 13411 83
20567 9720 67
29954 29034 69
3624 1548 83
19064 10590 54
26773 18011 23
3197 5136 12
962 6562 61
6900 19883 10
25397 13997 31
20887 3111 54
5714 16221 79
17217 11169 56
2937 8680 17
2851 11518 98
8811 6038 35
6826 9475 80
27935 28437 33
17289 27682 72
21430 13650 24
22815 29733 67
1109 17665 85
8376 21753 87
3156 28624 44
12552 24331 73
22661 17070 12
10603 27741 100
3523 8031 47
13785 7689 57
27543 1366 11
1911 21313 14
20129 27013 23
27653 17308 54
793 20060 13
20655 15560 72
27183 10700 94
13680 2068 39
26377 17660 16
4350 8905 73
19212 24504 48
19592 431 93
8298 11330 72
9025 26455 60
6207 22770 78
18797 23834 69
12200 26466 64
3917 21680 52
1057 17144 20
15034 3629 31
3695 10772 63
17678 11229 68
26564 25293 11
8776 18205 66
16391 27260 18
25798 4675 52
21746 21597 41
5068 12216 40
29234 3630 20
14164 26530 14
16099 14431 42
7515 18928 96
17186 17604 85
8840 19816 66
26829 12526 53
23059 20837 53
13435 15289 11
6714 3302 36
26850 2092 64
27143 27372 31
12009 22395 73
11769 28928 84
12444 26740 37
9498 3027 41
28114 12943 81
18773 18700 46
10530 10891 30
15977 21512 96
21104 24448 87
21755 9789 67
6564 6096 45
26008 10914 74
17994 16607 16
12973 26627 20
25729 17462 99
22552 15793 83
18978 29744 98
496 18613 77
29945 700 47
4185 15155 88
16654 8167 96
12631 10381 19
12280 27006 16
26452 14372 98
1247 22447 80
5140 18240 34
21715 7170 98
8697 12415 52
12319 26109 63
9611 7131 79
15032 18049 59
21837 1073 50
16357 10285 21
15075 25335 52
14216 5841 59
27743 10720 91
6694 23054 99
24071 16642 29
19485 15612 88
1574 13170 72
8669 24540 87
29406 13769 12
22265 26954 80
6200 29465 55
9628 23812 28
481 13819 79
295 25499 58
14427 27101 69
11252 18362 95
20962 24955 40
19197 4099 41
9623 11018 63
15167 20937 16
17254 2149 69
15555 20790 16
8900 25827 60
2940 13410 70
452 22415 85
25021 12354 60
8473 13693 47
21300 4704 67
13441 1877 83
28017 19849 25
14783 12361 13
16921 3920 74
15794 9517 53
14216 2298 35
27888 6284 60
12283 5593 42
4776 24360 79
25765 19125 37
20371 12030 57
3106 22575 91
7267 2595 87
9652 18058 94
19016 26687 98
13735 1547 91
22884 448 58
22980 13559 95
17968 12171 79
23762 9458 92
2510 16867 40
26538 27306 31
9688 19257 49
26534 10611 69
29962 29089 27
14672 18609 72
6836 25854 63
11581 26958 22
10548 21681 83
20085 17560 32
2445 23612 45
10067 3894 79
14561 21467 74
18555 7412 46
118 3026 57
8740 3459 89
12865 1262 70
28018 712 61
29608 10209 87
28693 25300 41
4956 13784 24
19721 457 45
19169 27745 11
4278 28227 87
19097 21893 69
7970 3254 98
9652 29494 92
18775 14763 26
1882 25396 61
1560 18841 27
14867 9758 95
28800 11471 23
2750 23499 22
15113 9479 32
23962 4903 58
26131 25323 86
11466 15447 39
111 10354 30
20535 28833 90
12801 10022 63
5312 23199 51
11014 19486 98
13673 2325 54
26458 6542 22
21499 21032 84
18410 16414 85
23665 26062 81
20898 11280 30
13526 20812 81
26137 11455 37
22778 2208 96
8131 1920 44
24278 19736 15
12987 1182 80
21844 18171 62
9340 23834 26
24938 21534 17
12985 11409 37
29037 7113 46
11569 11006 82
19104 22621 94
6368 21034 37
26456 6117 47
5697 27960 72
21272 11716 54
23962 3250 75
26033 9061 43
4713 25738 61
14452 21231 10
15135 20373 52
2482 1896 37
29038 21080 64
27417 24433 66
22809 12194 86
27891 25915 10
26478 17925 30
24225 8562 91
29511 26276 50
26125 28593 71
8876 22846 73
18723 17407 78
20904 24811 52
11623 25581 66
3532 6566 78
23089 14331 43
4943 5541 71
14601 1361 32
17516 10101 82
267 25972 31
15374 22364 90
18075 7059 12
2198 15821 21
26120 29501 11
15640 20691 48
9934 24926 88
4228 1331 63
13927 1666 16
23603 23416 36
16050 22523 77
3191 22557 96
27239 1840 47
8926 20282 57
4692 2899 30
27271 16302 36
26714 10625 99
24934 10309 65
25362 10762 62
6423 381 96
1471 14435 24
21486 15956 22
20926 15729 82
3013 17204 67
18263 16446 61
19655 29579 11
15724 17057 68
16438 11564 57
27926 812 15
12689 4867 43
19860 6972 87
23248 24500 16
21852 16510 63
16608 5605 67
10638 9315 48
14268 11619 71
17399 13219 85
12827 28559 20
14461 1420 58
7691 1859 16
19928 19505 53
6390 18295 100
24669 1996 92
5847 26420 33
21077 24911 23
19654 29301 33
16935 3764 89
21810 508 19
11141 20147 43
23305 15040 54
23051 29935 72
5958 12551 93
4860 13763 65
15051 9848 10
10558 13378 34
17271 17479 76
16261 23478 26
23629 23164 68
1783 4091 40
9813 20024 29
11254 28180 49
22996 7999 11
8487 19853 41
17430 5450 36
3330 20736 52
20175 7957 85
3863 471 22
28832 28997 24
10980 4378 22
23571 5131 82
13877 8068 97
20102 9352 40
18989 13408 47
19778 24593 46
12731 952 82
17217 23532 57
27868 21186 36
10209 19684 84
19331 23421 65
27200 29458 58
20541 17617 23
7322 13927 94
4127 8494 46
8847 496 89
18278 9749 84
22562 21848 19
7930 21438 87
24252 5046 91
24558 2978 74
22962 23199 39
7923 5659 57
1437 27646 83
24029 7498 22
13467 21645 46
3047 2633 28
22215 5750 77
18626 4749 72
3155 8443 44
16356 12597 41
4250 28690 53
7964 7521 61
12005 20032 27
6078 11197 44
19937 20795 42
19038 15428 34
3033 27049 56
103 23645 50
5245 965 31
27416 517 65
15218 13322 65
19805 525 94
9004 13871 64
7942 28193 44
13487 1372 78
9217 684 85
24159 29073 63
15453 2052 73
19549 17295 36
7302 16793 97
23711 2885 71
4314 15491 85
14296 5949 79
11822 18658 91
1420 11441 86
8345 24154 55
21024 22512 58
29635 7132 36
9833 15176 42
9480 10011 23
17967 17219 100
12969 20396 17
12799 18631 12
7996 24363 85
7601 2978 21
13064 17849 66
3031 5356 36
24926 13510 70
21310 29721 63
28845 1141 12
18708 20022 95
7280 27579 28
16149 1552 10
21020 4234 41
20576 6059 42
7066 11679 17
26570 795 43
29243 20233 60
26724 1925 96
10746 21022 81
2353 28027 65
17646 15154 12
1285 4941 26
873 21156 10
29462 28030 17
1481 7912 76
3654 27754 72
10335 22021 48
17275 5257 56
24673 3751 79
11797 7612 16
18578 2304 64
27099 19829 92
19448 26335 97
24231 6800 39
14300 12827 82
17417 17728 65
673 2847 48
28995 21212 94
12150 8506 23
14066 19363 89
11376 29911 91
18508 10599 52
8088 22490 36
9269 8253 51
8428 17212 48
6949 26243 35
4424 1492 18
9215 7354 80
15246 8386 90
9505 21563 90
3766 29631 76
27977 25934 26
7582 6175 11
15663 8334 24
24805 24379 37
26752 19329 52
12605 6670 60
10353 26113 45
14993 19907 42
27320 21347 91
7992 19146 52
2150 9845 22
3385 10977 30
12024 9764 23
2347 17384 89
20681 16007 62
25317 13626 27
21927 8578 81
10208 19392 98
20865 5965 84
5672 10962 45
16962 17951 73
28640 10198 44
2014 24770 89
4989 14943 62
12936 14487 64
5751 16314 70
6725 18995 59
5483 5642 35
13686 23767 22
22493 23821 41
17887 18288 100
10752 2260 49
12369 11688 89
27056 14802 64
11627 27465 11
23584 14558 47
21063 16726 79
11566 23862 69
18739 8128 70
10125 19317 36
19907 1402 96
13442 13545 58
11399 2258 47
23944 778 86
17067 1267 21
20856 8075 13
18025 26836 74
21105 4797 68
9722 5625 42
1019 28500 22
209 3277 12
22465 12464 11
1579 7403 42
23436 4871 52
28745 29310 76
21671 10861 53
13657 7323 29
23617 23953 32
23708 18542 23
24553 23332 38
20843 843 59
22563 13624 44
23624 7157 55
21650 15858 29
12657 12447 20
11860 25579 18
20316 296 35
24400 8064 85
26342 18445 86
1425 25119 57
26432 14759 15
29998 6037 64
9236 1486 67
16389 21616 76
10780 15288 96
17426 5372 40
29768 7223 48
17589 7282 23
24647 9077 61
3391 17719 82
2929 14976 85
19818 21281 35
14910 13955 78
10132 16577 47
13724 4011 17
21498 3457 34
18122 19019 56
14941 25135 70
15672 19667 80
26171 4692 22
20468 27909 85
12293 25575 32
23001 1633 66
8915 4630 59
5863 12391 30
3111 13810 22
6839 9882 37
14770 10075 93
1078 5104 53
18003 6956 81
26779 12867 30
22758 15674 13
14904 20967 96
940 16989 76
17045 24277 47
4149 18541 16
9963 2105 61
14877 3783 47
8662 5340 55
15635 11513 89
20425 11745 21
29036 4588 82
15807 24332 15
8683 17787 32
26413 1839 78
18552 23161 99
9820 8875 79
15792 13148 33
4446 26856 16
16624 131 44
22312 11419 87
12642 19299 13
19317 9163 47
21702 9987 59
9670 18433 62
8147 1284 64
21991 4667 66
13883 8749 56
23433 25217 74
8084 1728 37
25898 27700 72
8374 11037 14
10846 29147 29
9277 2888 18
7076 20698 55
28092 25456 67
21719 26033 35
12917 13359 39
27711 26474 68
25322 10192 16
23631 5310 54
18612 8076 48
4816 8698 46
6311 9576 38
10313 13377 100
21999 24414 19
14641 9082 18
19131 10187 63
19200 5955 82
5710 27250 66
13643 7013 56
15828 12489 26
25787 5946 18
20411 1434 15
18654 24283 38
18791 20618 32
4161 18419 59
4107 15112 54
2185 22336 83
7609 23883 58
9795 9473 99
22703 16638 59
7256 26309 23
23457 29105 41
6558 16835 35
473 3824 84
4317 24770 21
1548 29764 39
3909 20008 80
21666 16071 63
27083 3444 10
19961 211 79
8988 10243 53
15672 17986 41
10388 6576 46
22031 5073 50
29885 2744 18
23642 15680 85
4787 1998 72
21371 1107 22
22342 26368 23
22288 192 43
21782 17780 100
813 14656 25
24761 8821 29
17517 5928 70
24076 26259 87
22845 18984 41
8981 22385 70
10694 22049 21
7379 16609 29
2600 25958 21
9025 14508 78
8785 4642 19
9165 11920 42
10271 13457 46
20314 21494 50
4745 17705 28
26417 21985 85
24466 29693 51
11215 5514 73
21365 23385 98
17694 12034 93
16035 19990 76
12336 27506 35
14182 8714 21
2288 28776 84
5936 25374 97
8935 3520 81
744 15399 22
1570 2127 29
14866 6692 20
29520 24036 98
15187 27526 53
11598 11345 22
248 17860 30
14984 1125 13
1228 17954 57
28482 4223 14
14507 17470 61
2820 20298 91
28413 4359 69
15172 22208 95
2909 6551 20
5669 10205 38
17733 4348 26
3646 27221 12
21017 22266 51
21592 21308 44
25509 3063 32
10600 20586 33
29414 26821 66
14766 3072 65
7333 2221 54
2050 19971 77
22621 4953 73
25190 2884 76
13148 8808 59
5713 4345 88
9711 1413 78
13915 15467 51
26549 23715 52
23190 19439 27
26028 9521 95
29008 20240 64
4593 542 92
29568 1851 62
29116 4088 24
23705 18736 76
13509 26817 57
29368 25464 60
11475 17237 60
22454 6910 80
3409 1653 30
3595 17058 52
1650 23570 14
85 7591 97
25416 4003 82
1846 26763 84
27008 23016 49
23072 18223 19
11246 9976 44
8316 26600 36
7184 27619 70
26220 23507 35
1188 18279 22
4415 22500 93
22584 3344 66
4384 3448 85
15792 26000 41
541 16763 20
3341 11795 35
14515 1766 91
15230 2151 60
26068 2542 38
13045 8110 18
11375 7623 39
22967 23035 29
23578 28226 90
21556 25451 30
9368 23303 30
9506 22045 100
14458 20220 15
10774 396 77
8539 1303 73
879 29819 26
19073 5595 28
21304 18856 47
2594 12012 45
20777 17505 64
22843 23815 92
11279 6840 29
21750 20046 71
834 20520 57
7536 12756 48
20028 2634 57
18333 20908 49
5831 13244 55
15568 16652 16
22773 16032 49
3621 7410 48
15059 21632 87
7457 3289 91
11860 20766 12
797 6934 56
19477 8959 58
12385 4712 60
18469 2316 83
2027 26606 76
26441 15818 33
28928 1130 26
7438 468 59
8112 27054 78
1005 26708 11
17762 6435 95
21039 15527 55
26668 8759 89
10395 26782 22
10883 11750 56
6273 9167 93
5721 19581 60
19805 28109 82
28608 6205 39
16794 473 65
23865 20393 37
1806 23679 22
8989 24759 87
2110 29800 83
1130 11495 56
24041 6446 23
10770 15273 76
29213 2084 53
22389 1428 12
17833 24066 39
29781 26709 59
28889 24550 77
20750 6600 79
11849 7145 43
8488 23901 49
23498 28205 73
20691 9955 87
24069 5031 21
16219 6442 23
3782 12215 84
6123 16427 68
15694 10264 16
22870 4497 90
11340 14207 31
17055 18084 85
1298 28844 32
22877 29609 56
12204 16999 38
16536 2300 90
3428 3779 15
22501 28718 41
12386 12141 55
21612 25749 74
14053 9748 25
4388 29149 63
27236 22239 60
10693 10756 84
27383 2100 43
10098 19617 97
3313 20347 59
5510 15030 89
6192 18535 72
326 16680 18
14910 8455 29
26549 10360 24
23695 11335 72
6092 8912 37
25956 9708 67
20453 813 75
14811 5489 65
6232 8210 89
23800 16901 50
6752 26413 60
1426 27629 36
22373 21920 68
10795 4532 92
17847 24270 36
26502 28259 80
2074 24537 46
16660 28350 27
24640 16393 10
27422 2894 56
9299 8661 92
22065 20500 38
21726 1067 87
29045 3773 26
7953 4622 52
20626 464 85
10425 5578 30
25939 11934 32
19764 1300 68
20236 23921 20
39 19834 42
26473 10260 65
4258 18350 64
10996 26233 73
9791 26045 89
20979 24272 74
24621 11299 18
9802 5511 44
24122 27754 81
8092 25892 15
8269 15569 33
2453 16741 11
29974 18273 89
13475 9243 47
14624 10623 50
17795 9478 66
11849 4378 68
15545 2051 10
16028 26321 31
26383 10051 35
24575 11329 56
8833 28422 75
19093 5058 83
8344 4874 19
16135 26637 73
14461 16192 10
17671 28840 98
16022 10523 71
27505 17050 51
7461 11813 63
23342 22759 19
26362 9608 55
22921 10096 34
18825 4724 56
15219 26652 25
18838 22848 99
22459 17372 48
6494 28250 51
6159 10915 41
618 17246 75
9634 14265 15
27077 23204 14
19492 12828 19
20544 7070 43
6405 10878 68
25695 7026 20
5963 26479 98
25984 13793 68
28482 23447 78
1625 23281 11
8744 11140 15
20822 6334 76
4658 17758 82
7752 23170 64
1814 11794 48
4092 20851 70
10001 22194 60
5716 10957 36
5784 29911 28
5528 21903 14
18985 22640 98
24846 5539 59
8386 11738 41
22543 25451 18
80 1694 55
16943 19993 65
21572 867 37
22392 28379 75
7681 5326 15
6023 1986 40
26486 11923 72
2470 17648 36
28619 16922 68
13464 28346 54
28789 7154 16
20655 27524 54
15885 4246 70
24963 7953 82
17933 25486 89
15337 15174 63
24403 22465 36
8102 9583 28
10566 1964 88
23162 22498 25
22635 6628 87
13617 28203 70
29419 14793 80
3336 27819 31
5066 11484 19
22 12580 48
29394 12544 93
27066 26772 77
5532 28269 84
7975 20907 90
16416 27241 85
21423 27995 93
18191 29937 40
4532 19103 45
26305 27675 97
3574 26251 27
25981 1412 33
26811 29503 98
29360 7706 16
4874 21447 33
23226 197 32
7228 18014 75
4520 23331 90
12063 1308 48
4648 21027 61
22100 12756 25
12511 28310 91
4807 1112 50
24829 26791 84
20555 15226 80
22738 1370 73
21912 14132 45
10583 23385 77
15963 27008 74
19820 19209 66
9571 20753 20
3453 18085 82
18154 22060 11
15377 29042 75
2464 20920 29
19893 27978 86
2226 22818 89
14129 12057 99
19648 14912 17
16313 16435 33
29817 8157 97
17977 12621 76
6998 2325 36
7241 21303 100
4161 6897 94
29943 15639 99
6832 11232 94
18357 1735 43
11236 6946 97
13574 23013 39
28799 12118 70
29412 29286 96
3862 2978 20
10505 15430 66
27304 29571 98
6010 5150 34
24363 94 54
25772 20112 17
27733 5408 91
25721 15456 20
5254 19152 64
13968 8718 39
23393 15570 51
28521 16351 75
29557 8386 65
4331 13149 90
21438 322 91
20114 5411 53
29136 23500 37
6432 25985 49
979 1546 16
11921 19429 45
25828 93 36
14540 18573 23
13977 12294 87
8313 25850 23
2260 25052 44
4149 10512 15
17756 22383 92
20621 14288 93
27866 8171 61
18150 28953 40
28041 11390 61
25905 24268 43
14509 16866 65
12578 3899 64
7556 19956 25
29259 17771 32
8096 19127 44
9436 17866 29
10571 1897 61
8273 2737 63
25242 15765 86
16976 14735 17
26214 13059 55
26896 3150 13
7986 27322 75
14775 28439 69
18956 6535 23
19042 14800 92
3832 11702 28
27892 18658 12
21082 12176 26
8256 24499 43
6878 29330 20
19238 1708 88
8047 21280 81
24575 6730 29
15858 26812 32
29371 27318 68
15394 9333 95
24250 25140 48
15333 4687 18
24794 21575 96
3178 7622 38
23652 29017 96
9749 13899 69
23622 14795 73
2570 19832 89
20594 25030 87
25925 4953 89
19509 27257 64
25998 9442 22
29987 18440 73
4852 2222 53
23645 20751 76
4086 25667 45
12858 17528 56
24535 27172 11
11628 27384 39
23099 5349 88
24569 3521 23
15638 8780 81
23936 11819 92
14422 21100 100
13619 8834 28
20690 4601 40
6855 21417 65
24245 11539 65
19938 10059 73
3274 25744 52
327 3819 43
13366 8214 68
18603 22723 16
4160 10230 93
14415 1030 54
19306 14039 10
7262 9883 52
10779 23822 64
25813 26331 64
20654 18272 56
7205 5237 17
19423 29057 22
20734 5517 95
25026 2937 71
29904 9418 47
7375 21139 80
18629 10437 37
23908 4229 39
2073 5796 81
14189 19664 75
26745 29960 47
2881 5114 96
23411 24747 72
1650 28075 89
27023 9510 34
15620 6360 10
4043 5188 12
11410 6295 57
19856 13462 14
10171 2432 59
5205 17164 96
15663 6485 82
9536 11136 34
20833 11307 55
10644 3616 24
4837 7708 93
25587 4229 52
11444 19741 71
28716 19045 80
1456 18279 91
11900 5293 100
14531 14738 62
20283 10383 55
14088 20576 90
4127 11674 26
9128 6955 81
3820 26838 100
6015 17840 67
27996 27339 90
24752 24305 16
8254 17908 77
10135 14978 34
26592 15107 85
15959 18512 66
27758 3282 53
17482 13309 29
10718 5033 67
4957 22580 71
26675 3645 15
3729 16630 47
27432 9456 21
8338 27707 82
22581 9948 25
4347 29723 63
28786 23331 12
15949 23012 52
28289 17231 90
21867 10733 36
16084 3647 57
3833 100 22
25412 12007 84
10352 19875 59
2558 8745 36
11596 8148 57
12783 9789 40
19973 18499 87
4138 7834 28
8146 5500 18
25002 10396 23
21576 17602 74
27647 16468 14
20548 26977 72
26105 17480 50
26543 2713 10
3554 1420 33
16856 29081 12
8146 17863 18
10940 14581 32
4520 13846 17
29060 7636 66
28915 17407 44
10048 5267 62
758 29073 63
2643 5821 45
15900 9918 83
8278 11346 41
1746 27177 96
12677 6815 58
16460 28182 89
4031 27851 15
7518 10737 73
22175 23300 32
13715 23397 58
4707 8626 83
15282 25212 100
28148 3879 54
5616 10671 54
22104 9888 14
1652 21389 17
13957 16792 48
8098 10482 89
1780 24295 99
6116 2522 53
1504 29837 74
5660 16473 15
13520 17616 55
2631 7301 48
13769 6676 89
19936 4813 73
11692 14122 52
7740 11185 92
19791 1913 13
19494 9263 72
21062 14841 34
29474 5508 82
3097 23996 75
8927 2269 35
8276 9674 44
16068 13698 54
17938 25201 28
1822 4784 46
14467 20703 91
4981 12533 32
24737 20085 59
18889 14357 85
13549 26482 36
28944 29883 14
23762 12894 30
6980 25627 39
20023 26001 38
15783 6543 71
25119 2296 58
350 8643 46
6811 21106 30
5008 19579 11
12690 14035 27
16215 6495 73
11695 1431 35
10870 21968 56
27525 1315 46
12351 18467 97
14053 8795 81
18322 23746 52
8629 23034 30
12027 27675 58
7826 27510 64
6189 22039 83
5390 1714 45
28936 3818 70
12007 14377 57
23272 29658 60
21275 28976 70
27854 25962 15
7839 28445 94
7741 75 71
13913 6655 76
6469 9308 66
28965 660 53
24243 28312 17
25925 19621 11
397 18194 15
2967 25467 58
11213 29878 71
8707 15555 81
16109 8430 19
15340 4791 24
361 24019 77
26673 25178 35
8741 17371 74
830 25391 25
23048 14214 60
4495 4148 90
8407 27889 16
19051 12461 66
6507 1279 18
14184 22446 36
5285 23869 37
14930 22627 20
9340 25598 83
12732 18629 13
28716 27530 91
12451 23817 30
26702 19543 44
17790 20019 50
26084 11065 32
25943 1220 18
16974 7615 46
18088 29174 28
4632 2792 44
28849 28479 90
11615 16771 21
12654 22806 75
4624 9300 100
22774 26300 22
19500 24888 21
4024 13633 93
1400 1936 86
17486 2593 70
22446 23976 88
8555 8203 44
629 26915 52
24447 10146 29
26576 4288 82
23307 13313 89
4831 4532 10
9417 1932 84
27386 15796 27
9405 21354 46
5573 12365 12
24787 25207 81
5479 13054 61
12926 11549 29
14676 28953 51
6695 28739 67
27587 6592 64
942 5314 75
7532 2571 42
16512 3127 90
16955 24923 69
17684 3123 19
10175 14435 42
12238 1948 16
10745 13385 35
8867 14498 81
11214 29943 90
11894 27444 34
15043 6539 82
2197 3375 94
141 21019 38
291 4186 66
24423 7884 75
9878 7082 32
18197 6512 53
14547 12954 84
5311 24361 18
27976 29576 52
14891 8192 27
13499 24515 41
22092 15937 31
12149 16984 16
5035 19588 64
23968 908 82
28507 9746 15
14307 26601 34
23451 26435 78
7444 14020 40
26359 12178 67
26899 9672 46
14509 21272 15
6904 8591 91
11070 12206 98
6269 23912 88
8017 19922 25
22657 19965 63
27689 2110 44
21769 19474 41
3016 25440 100
16469 15705 93
4307 4388 76
12095 2950 49
16417 10057 78
16778 27117 61
26958 4079 63
12518 24068 64
17948 475 14
4324 13245 51
17815 2674 82
5342 27002 84
10888 21225 27
14641 3 30
14366 2859 63
15760 1757 84
1789 20843 56
3295 7617 98
25487 21151 64
16319 18772 81
15181 21349 69
1946 17500 58
16662 22150 47
665 14857 93
20114 4049 88
17405 24378 29
19498 6095 53
9848 14237 94
19984 10551 76
29594 11512 38
27257 13254 21
9645 24873 66
29361 4428 85
23555 7056 61
24306 10371 20
11379 15142 42
1416 23129 60
29930 5195 99
23774 7385 52
19312 2442 32
28990 19793 61
14800 13490 72
6958 12142 36
15963 25964 53
13922 7841 72
941 4922 87
1086 1202 35
24017 2770 55
8044 15099 28
15538 4625 28
18204 140 68
18992 24130 38
7428 27151 31
20594 17552 85
28778 11031 24
2673 9565 38
10548 25209 80
22460 29170 82
20582 11413 73
230 23618 29
1693 17260 19
21211 2747 41
4411 835 30
14483 20104 52
540 9606 45
26755 27285 76
5401 13815 68
17772 7014 30
19688 16043 100
22770 2222 37
29054 21094 32
5024 20296 38
18326 7060 66
